Date,ParentURL,URL
2026-07-10,https://www.who.int/westernpacific/publications/m/item/avian-influenza-weekly-update---1052--10-july-2026,https://cdn.who.int/media/docs/default-source/wpro---documents/emergency/surveillance/avian-influenza/ai_20260710.pdf
2026-07-03,https://www.who.int/westernpacific/publications/m/item/avian-influenza-weekly-update---1051--3-july-2026,https://cdn.who.int/media/docs/default-source/wpro---documents/emergency/surveillance/avian-influenza/ai_20260703.pdf
2026-06-26,https://www.who.int/westernpacific/publications/m/item/avian-influenza-weekly-update---1050--26-june-2026,https://cdn.who.int/media/docs/default-source/wpro---documents/emergency/surveillance/avian-influenza/ai_20260626.pdf
2026-06-22,https://www.who.int/westernpacific/publications/m/item/avian-influenza-weekly-update---1049--19-june-2026,https://cdn.who.int/media/docs/default-source/wpro---documents/emergency/surveillance/avian-influenza/ai_20260619.pdf
2026-06-08,https://www.who.int/westernpacific/publications/m/item/avian-influenza-weekly-update---1048--6-june-2026,https://cdn.who.int/media/docs/default-source/wpro---documents/emergency/surveillance/avian-influenza/ai_20260606.pdf
2026-06-01,https://www.who.int/westernpacific/publications/m/item/avian-influenza-weekly-update---104--29-may-2026,https://cdn.who.int/media/docs/default-source/wpro---documents/emergency/surveillance/avian-influenza/ai_20260529.pdf
2026-05-22,https://www.who.int/westernpacific/publications/m/item/avian-influenza-weekly-update---1046--22-may-2026,https://cdn.who.int/media/docs/default-source/wpro---documents/emergency/surveillance/avian-influenza/ai_20260522.pdf
2026-05-18,https://www.who.int/westernpacific/publications/m/item/avian-influenza-weekly-update---1045--15-may-2026,https://cdn.who.int/media/docs/default-source/wpro---documents/emergency/surveillance/avian-influenza/ai_20260515.pdf
