outbreakId,eventId,animalCategory,startDate,endDate,totalCases,isCluster,longitude,latitude,active,totalOutbreaks,locationName,locationApprox,status,animalCategoryLabel,isClusterLabel,diseaseName,diseaseCategory,diseaseType,speciesDetails
187911,7336,wild,2026-03-05,,1.0,False,-71.315872,-35.61629785,,1,Región de Maule,True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Coscoroba coscoroba'}]
187912,7336,wild,2026-03-25,2026-05-12,2.0,False,-71.14318155,-32.80447301,,1,COMUNA DE HIJUELAS,True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Egretta garzetta'}]
188993,7336,wild,2026-04-20,,3.0,False,-72.3822,-39.4807,,1,Araucanía-Comuna de Loncoche,True,,,,H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Cygnus melancoryphus'}]
190765,7616,domestic,2026-06-06,,13.0,False,12.34,48.91,,1,Riekofen,True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Birds'}]
185422,7409,domestic,2026-03-25,2026-04-30,5.0,False,103.301459,14.111839,,1,"Tum nop thmei village, Baeng Commune, Banteay Ampil district, Otdor Mean Chey province",True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Birds'}]
190927,7622,domestic,2026-06-02,2026-06-15,1809.0,False,12.66211,56.14295,,1,Helsingborg,False,,,,empty strain - H5N1 (HPAI),OIE listed,,[{'spicieName': 'Birds'}]
178706,7224,wild,2026-01-21,2026-01-26,1.0,False,21.784717,51.017143,,1,Tarłów,False,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Anser anser'}]
187552,7490,domestic,2026-03-26,,133.0,False,-71.40612,-35.55764,,1,MAULE-COMUNA DE TALCA ,True,,,,H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Birds'}]
187931,7490,domestic,2026-03-21,,4.0,False,-71.40612,-35.55764,,1,MAULE COMUNA COLBÚN,True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Birds'}]
187932,7490,domestic,2026-03-23,,4.0,False,-71.56434,-35.197474,,1,MAULE-COMUNA SAGRADA FAMILIA,True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Birds'}]
187933,7490,domestic,2026-03-23,,10.0,False,-71.63516,-35.47223,,1,Maule_Provincia de Talca,True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Birds'}]
187934,7490,domestic,2026-03-25,,9.0,False,-71.81494,-36.10999,,1,Maule-Linares,True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Birds'}]
187022,7452,wild,2026-03-18,2026-03-18,2.0,False,14.9236925268128,56.7439841322788,,1,Växjö,False,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,"[{'spicieName': 'Anser anser'}, {'spicieName': 'Branta canadensis'}]"
187036,7452,wild,2026-03-24,2026-03-24,4.0,False,16.24257,59.52809,,1,Hallstahammar,False,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Corvus monedula'}]
187037,7452,wild,2026-03-17,2026-03-17,1.0,False,17.60109,59.09214,,1,Södertälje,False,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Corvus monedula'}]
187038,7452,wild,2026-03-22,2026-03-22,1.0,False,16.91564100729,58.848585001065,,1,Nyköping,False,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Buteo buteo'}]
187039,7452,wild,2026-03-26,2026-03-26,1.0,False,12.24261,57.11583,,1,Varberg,False,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Falco peregrinus'}]
187124,7452,wild,2026-03-22,2026-03-22,1.0,False,12.3090899950529,57.1320500014901,,1,Varberg,False,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Buteo buteo'}]
187126,7452,wild,2026-03-23,2026-03-23,1.0,False,11.5669200040142,57.9927199987354,,1,Tjörn,False,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Cygnus cygnus'}]
188168,7452,wild,2026-03-03,2026-03-03,3.0,False,11.90107,57.30312,,1,Kungsbacka,False,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Falco peregrinus'}]
189741,7452,wild,2026-03-19,,1.0,False,12.2221699959533,58.1863499997826,,1,Trollhättan,False,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Phalacrocorax carbo'}]
191351,7649,wild,2026-06-15,,1.0,False,122.2222,-33.9469,,1,Cape Le Grand National Park,True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Stercorarius antarcticus'}]
191366,7652,domestic,2026-06-15,,2800.0,False,-88.053899,14.761853,,1,"SAN PEDRO ZACAPA, SANTA BARBARA",False,,,,Highly path. avian influenza,OIE listed,Aves,[{'spicieName': 'Birds'}]
191594,7657,wild,2026-06-18,,4.0,False,-84.152623,9.393077,,1,"Playa Espadilla de Manuel Antonio, Quepos",True,,,,empty strain - H5 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Sula nebouxii'}]
191976,7679,domestic,2026-06-29,,13.0,False,8.64,53.11,,1,Lemwerder,True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Birds'}]
192068,7681,wild,2026-06-23,2026-07-02,1.0,False,9.74,54.37,,1,Bünsdorf,True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Anser anser'}]
192069,7681,wild,2026-06-23,2026-07-02,1.0,False,9.74,54.37,,1,Bünsdorf,True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Anser anser'}]
192070,7681,wild,2026-06-23,2026-07-02,1.0,False,9.74,54.37,,1,Bünsdorf,True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Anser anser'}]
192071,7681,wild,2026-06-23,2026-07-02,1.0,False,9.74,54.37,,1,Bünsdorf,True,,,,empty strain - H5N1 (HPAI non. Plt),OIE listed,,[{'spicieName': 'Anser anser'}]
